ENTREZ_ID.1	ENTREZ_ID.2	gene.pairs
40176	39217	39217-40176
35552	39217	35552-39217
43566	39217	39217-43566
42927	39217	39217-42927
41524	39217	39217-41524
39596	31657	31657-39596
46015	31657	31657-46015
59141	41158	41158-59141
38809	41158	38809-41158
33638	41158	33638-41158
49816	41158	41158-49816
38809	43739	38809-43739
33638	43739	33638-43739
49816	43739	43739-49816
48448	40217	40217-48448
43656	3772376	3772376-43656
35540	36003	35540-36003
33412	36003	33412-36003
41381	36003	36003-41381
41703	36003	36003-41703
34901	36003	34901-36003
41158	36003	36003-41158
34902	36003	34902-36003
39315	36003	36003-39315
35425	36003	35425-36003
249663	36003	249663-36003
42594	36003	36003-42594
34126	36003	34126-36003
43832	36003	36003-43832
33270	36003	33270-36003
39958	36003	36003-39958
39588	36003	36003-39588
43739	36003	36003-43739
39843	36003	36003-39843
42922	36003	36003-42922
33638	36003	33638-36003
31444	36003	31444-36003
33161	36003	33161-36003
32167	36003	32167-36003
31359	36003	31359-36003
35402	36003	35402-36003
40764	41445	40764-41445
59167	41445	41445-59167
40549	44238	40549-44238
40650	44238	40650-44238
3346160	35422	3346160-35422
37617	3355124	3355124-37617
32387	3355124	32387-3355124
40014	35227	35227-40014
39679	39647	39647-39679
50296	39647	39647-50296
36621	37142	36621-37142
36372	42719	36372-42719
33224	43300	33224-43300
36621	43300	36621-43300
36621	32114	32114-36621
38809	3772180	3772180-38809
33638	3772180	33638-3772180
49816	3772180	3772180-49816
36003	3772180	36003-3772180
34364	38795	34364-38795
36409	38136	36409-38136
38478	38136	38136-38478
31397	38136	31397-38136
37462	38136	37462-38136
39034	38136	38136-39034
50366	38136	38136-50366
35560	42199	35560-42199
37617	34754	34754-37617
36022	43156	36022-43156
34569	39583	34569-39583
32846	35047	32846-35047
31667	40087	31667-40087
42719	43749	42719-43749
37292	43377	37292-43377
37292	36791	36791-37292
43377	36791	36791-43377
36295	36791	36295-36791
33676	45960	33676-45960
36022	37345	36022-37345
35552	43770	35552-43770
36084	43770	36084-43770
39217	43770	39217-43770
32794	43770	32794-43770
43566	33114	33114-43566
37617	49893	37617-49893
38809	34284	34284-38809
36003	34284	34284-36003
49816	34284	34284-49816
33638	34284	33638-34284
3772329	35513	35513-3772329
37617	35513	35513-37617
45821	38743	38743-45821
40684	38743	38743-40684
34569	38743	34569-38743
59167	38743	38743-59167
33208	38743	33208-38743
41842	38743	38743-41842
33270	38743	33270-38743
36277	35878	35878-36277
43300	35878	35878-43300
36111	35878	35878-36111
36003	3772175	36003-3772175
33638	3772175	33638-3772175
49816	3772175	3772175-49816
38809	3772175	3772175-38809
44496	326273	326273-44496
40650	53557	40650-53557
249072	53557	249072-53557
40212	53557	40212-53557
37617	53557	37617-53557
38779	53557	38779-53557
31778	37932	31778-37932
39814	37932	37932-39814
46015	37932	37932-46015
38001	37932	37932-38001
39958	37932	37932-39958
33240	37932	33240-37932
35047	35509	35047-35509
34229	35509	34229-35509
33676	38389	33676-38389
42501	37943	37943-42501
32114	31554	31554-32114
31585	53433	31585-53433
38809	53433	38809-53433
33638	53433	33638-53433
49816	53433	49816-53433
37932	53433	37932-53433
31778	53433	31778-53433
36003	53433	36003-53433
36084	31157	31157-36084
40961	31157	31157-40961
34790	41306	34790-41306
43091	41306	41306-43091
36497	41306	36497-41306
36111	41306	36111-41306
39018	41306	39018-41306
43130	42305	42305-43130
49816	37065	37065-49816
38809	37065	37065-38809
36003	37065	36003-37065
33638	37065	33638-37065
42594	38190	38190-42594
37629	38204	37629-38204
40961	37305	37305-40961
36539	42491	36539-42491
44496	42491	42491-44496
37629	36571	36571-37629
38809	36889	36889-38809
36003	36889	36003-36889
49816	36889	36889-49816
33638	36889	33638-36889
43091	37206	37206-43091
41306	37206	37206-41306
36372	40508	36372-40508
40185	40451	40185-40451
43999	39559	39559-43999
35054	53428	35054-53428
40185	40090	40090-40185
43142	40090	40090-43142
43770	40090	40090-43770
40185	41470	40185-41470
40090	41470	40090-41470
43142	41470	41470-43142
47873	35430	35430-47873
45969	35430	35430-45969
42305	35430	35430-42305
43351	7354473	43351-7354473
35197	7354473	35197-7354473
35878	38863	35878-38863
36571	38424	36571-38424
40650	42550	40650-42550
37429	42550	37429-42550
36003	39198	36003-39198
38743	41992	38743-41992
48340	36597	36597-48340
32977	31269	31269-32977
32167	44100	32167-44100
35955	44272	35955-44272
3772329	33680	33680-3772329
36003	31666	31666-36003
32167	38891	32167-38891
32387	38891	32387-38891
44496	38891	38891-44496
32794	32935	32794-32935
3772329	32935	32935-3772329
39315	32935	32935-39315
37617	32935	32935-37617
42305	39167	39167-42305
43080	39167	39167-43080
43130	39167	39167-43130
37520	39167	37520-39167
43300	40843	40843-43300
32114	32983	32114-32983
43300	32983	32983-43300
32114	32771	32114-32771
38424	32771	32771-38424
32114	42240	32114-42240
33611	32787	32787-33611
37629	31000	31000-37629
3346201	36373	3346201-36373
42696	38454	38454-42696
43300	33136	33136-43300
43085	33136	33136-43085
37142	33136	33136-37142
32771	33136	32771-33136
32114	33136	32114-33136
36084	34956	34956-36084
38743	42215	38743-42215
34229	42215	34229-42215
43398	42379	42379-43398
43161	3771946	3771946-43161
32062	41801	32062-41801
33676	41801	33676-41801
34569	5740853	34569-5740853
47781	35737	35737-47781
46415	36652	36652-46415
32152	36652	32152-36652
249072	36652	249072-36652
39647	34127	34127-39647
40886	34127	34127-40886
41461	34127	34127-41461
32060	34127	32060-34127
34000	40542	34000-40542
34901	40542	34901-40542
39554	37789	37789-39554
41423	37789	37789-41423
38156	37789	37789-38156
41306	37789	37789-41306
33412	37789	33412-37789
35713	3354994	3354994-35713
36652	38079	36652-38079
38897	31357	31357-38897
48335	40233	40233-48335
40961	39064	39064-40961
36084	39064	36084-39064
35054	38376	35054-38376
35054	40998	35054-40998
38376	37378	37378-38376
37402	48535	37402-48535
33638	36104	33638-36104
49816	36104	36104-49816
37247	37230	37230-37247
43398	44052	43398-44052
31657	31842	31657-31842
50296	41365	41365-50296
38424	43828	38424-43828
41284	59137	41284-59137
31622	246497	246497-31622
36022	31516	31516-36022
34790	39857	34790-39857
33638	39180	33638-39180
49816	39180	39180-49816
33413	39180	33413-39180
36003	39180	36003-39180
41085	39180	39180-41085
34127	36358	34127-36358
49816	44913	44913-49816
33638	44913	33638-44913
36003	44913	36003-44913
38809	44913	38809-44913
3885598	43673	3885598-43673
3355127	43673	3355127-43673
37916	38746	37916-38746
34127	38329	34127-38329
39679	35756	35756-39679
34901	41748	34901-41748
34000	41748	34000-41748
3346208	36110	3346208-36110
41831	36110	36110-41831
36988	36110	36110-36988
48805	36110	36110-48805
36084	36306	36084-36306
34126	42150	34126-42150
36003	42150	36003-42150
39241	48571	39241-48571
37757	42300	37757-42300
50296	37909	37909-50296
39167	37909	37909-39167
35701	37909	35701-37909
40764	41032	40764-41032
41445	41032	41032-41445
59167	41032	41032-59167
40052	31449	31449-40052
37230	34966	34966-37230
37247	34966	34966-37247
31813	45398	31813-45398
37247	45398	37247-45398
37230	45398	37230-45398
34966	45398	34966-45398
31361	318855	31361-318855
32935	35172	32935-35172
35701	46074	35701-46074
32060	46074	32060-46074
38082	46074	38082-46074
36855	3355133	3355133-36855
37292	3355133	3355133-37292
31267	35594	31267-35594
37164	41350	37164-41350
36015	44233	36015-44233
36703	33125	33125-36703
35878	42799	35878-42799
38797	42445	38797-42445
36015	42445	36015-42445
35054	3355143	3355143-35054
41184	3355143	3355143-41184
40549	3355143	3355143-40549
31883	45871	31883-45871
43417	45871	43417-45871
48535	45871	45871-48535
37402	45871	37402-45871
42300	45871	42300-45871
32039	32457	32039-32457
39169	38155	38155-39169
3885598	35184	35184-3885598
35756	40032	35756-40032
32114	40032	32114-40032
37185	41935	37185-41935
41470	39332	39332-41470
40090	39332	39332-40090
40185	39332	39332-40185
43142	39332	39332-43142
37690	48317	37690-48317
41445	33925	33925-41445
59167	33925	33925-59167
36195	43693	36195-43693
42435	38613	38613-42435
37617	38969	37617-38969
37464	38969	37464-38969
31883	42265	31883-42265
42169	41042	41042-42169
41042	38202	38202-41042
42169	38202	38202-42169
32400	41883	32400-41883
326128	41883	326128-41883
32114	2768670	2768670-32114
31585	2768670	2768670-31585
40217	32454	32454-40217
34127	32454	32454-34127
36003	41180	36003-41180
40650	38070	38070-40650
32454	34310	32454-34310
38746	36432	36432-38746
40650	43734	40650-43734
37617	38093	37617-38093
38257	32835	32835-38257
36381	32835	32835-36381
59167	39243	39243-59167
35878	39243	35878-39243
36381	34974	34974-36381
35402	34974	34974-35402
34000	44115	34000-44115
34901	44115	34901-44115
38001	33203	33203-38001
42130	40287	40287-42130
32060	37111	32060-37111
39849	37403	37403-39849
41162	36854	36854-41162
42651	41880	41880-42651
41042	41880	41042-41880
33638	39406	33638-39406
36003	39406	36003-39406
36539	43547	36539-43547
40073	43547	40073-43547
36003	32378	32378-36003
33638	32378	32378-33638
40961	32378	32378-40961
38809	32378	32378-38809
49816	32378	32378-49816
7354473	37655	37655-7354473
42491	34504	34504-42491
35070	42672	35070-42672
32794	31181	31181-32794
35215	39866	35215-39866
40860	42707	40860-42707
43300	37922	37922-43300
35054	42274	35054-42274
32983	39136	32983-39136
32114	40028	32114-40028
59167	33402	33402-59167
38001	33198	33198-38001
39958	33830	33830-39958
39583	33830	33830-39583
5740853	33830	33830-5740853
35756	38488	35756-38488
36372	38488	36372-38488
33608	37970	33608-37970
38518	246618	246618-38518
59167	47220	47220-59167
35756	37134	35756-37134
32794	33681	32794-33681
246663	117294	117294-246663
36084	48572	36084-48572
40185	33883	33883-40185
40090	33883	33883-40090
43142	41034	41034-43142
40185	41034	40185-41034
53557	338395	338395-53557
59167	43812	43812-59167
42491	43812	42491-43812
36539	43812	36539-43812
44496	43812	43812-44496
38501	43812	38501-43812
36003	43812	36003-43812
33034	246653	246653-33034
42444	246653	246653-42444
37111	37181	37111-37181
43161	39244	39244-43161
37846	46121	37846-46121
2768670	34138	2768670-34138
32990	33753	32990-33753
40090	31376	31376-40090
42143	31376	31376-42143
41470	31376	31376-41470
41085	41107	41085-41107
34901	42160	34901-42160
39315	42160	39315-42160
249663	42160	249663-42160
42942	34872	34872-42942
34000	42034	34000-42034
34901	42034	34901-42034
38897	3354863	3354863-38897
43300	3354863	3354863-43300
37852	3354863	3354863-37852
38743	41420	38743-41420
36373	33967	33967-36373
41883	44261	41883-44261
43566	43991	43566-43991
36003	42750	36003-42750
37894	42750	37894-42750
36741	32430	32430-36741
32935	32430	32430-32935
37464	32430	32430-37464
37916	32430	32430-37916
34000	33834	33834-34000
34901	33834	33834-34901
49045	36329	36329-49045
38350	38150	38150-38350
35701	38150	35701-38150
31048	39847	31048-39847
53557	43490	43490-53557
36003	38693	36003-38693
38693	43799	38693-43799
34521	35927	34521-35927
32269	34293	32269-34293
43791	34542	34542-43791
35340	43559	35340-43559
39169	42453	39169-42453
42169	42453	42169-42453
38202	42453	38202-42453
41042	42453	41042-42453
44432	42453	42453-44432
44432	36377	36377-44432
42169	36377	36377-42169
38202	36377	36377-38202
42453	36377	36377-42453
41042	36377	36377-41042
38969	37335	37335-38969
32794	37335	32794-37335
43832	36545	36545-43832
33530	36545	33530-36545
43794	37778	37778-43794
32752	50259	32752-50259
40940	50259	40940-50259
36854	43720	36854-43720
43009	47260	43009-47260
46415	37336	37336-46415
45398	37336	37336-45398
36652	37336	36652-37336
39169	36080	36080-39169
41831	40172	40172-41831
42160	33370	33370-42160
42524	33370	33370-42524
36652	38418	36652-38418
34521	38418	34521-38418
3354863	38418	3354863-38418
40185	42541	40185-42541
35713	37027	35713-37027
36854	37027	36854-37027
32114	32545	32114-32545
41937	4379854	41937-4379854
39610	4379854	39610-4379854
44548	41591	41591-44548
41831	41591	41591-41831
43080	41160	41160-43080
35085	41160	35085-41160
40045	41160	40045-41160
37909	41160	37909-41160
32430	319033	319033-32430
42752	40554	40554-42752
36003	33916	33916-36003
32269	33916	32269-33916
43384	35604	35604-43384
37823	41140	37823-41140
37629	35975	35975-37629
38743	46091	38743-46091
32114	41852	32114-41852
39679	33123	33123-39679
35756	33123	33123-35756
37909	42553	37909-42553
41801	35333	35333-41801
41625	37455	37455-41625
43300	35007	35007-43300
32114	35007	32114-35007
36003	35007	35007-36003
48317	32083	32083-48317
32799	32083	32083-32799
37690	32083	32083-37690
31816	32083	31816-32083
39554	32083	32083-39554
42501	32083	32083-42501
43580	32083	32083-43580
33565	39049	33565-39049
35054	41066	35054-41066
38001	33489	33489-38001
35509	34171	34171-35509
36373	34171	34171-36373
3885598	42737	3885598-42737
42933	42737	42737-42933
43812	42737	42737-43812
31048	42737	31048-42737
34171	42737	34171-42737
33300	37368	33300-37368
36003	48311	36003-48311
246663	32552	246663-32552
35154	32552	32552-35154
42719	43913	42719-43913
35054	41565	35054-41565
41941	41871	41871-41941
35955	41871	35955-41871
37757	36645	36645-37757
31016	36645	31016-36645
34127	42161	34127-42161
41657	33581	33581-41657
32457	40975	32457-40975
34521	36821	34521-36821
35513	40300	35513-40300
37617	40300	37617-40300
3772329	40300	3772329-40300
34872	31349	31349-34872
36539	42186	36539-42186
34543	40331	34543-40331
45848	40530	40530-45848
37629	40530	37629-40530
33638	42854	33638-42854
35801	37774	35801-37774
46415	37774	37774-46415
44748	39978	39978-44748
47220	39978	39978-47220
38079	38444	38079-38444
3772180	38565	3772180-38565
40620	38565	38565-40620
43999	36027	36027-43999
31651	36027	31651-36027
42925	36027	36027-42925
42719	36027	36027-42719
326128	50289	326128-50289
326273	50289	326273-50289
38501	42647	38501-42647
41062	33214	33214-41062
37537	33214	33214-37537
34138	33214	33214-34138
39521	33214	33214-39521
43999	40732	40732-43999
42925	40732	40732-42925
42719	40732	40732-42719
31651	40732	31651-40732
7354473	34964	34964-7354473
40607	34964	34964-40607
42445	40733	40733-42445
36619	38605	36619-38605
37629	3771915	37629-3771915
32167	37635	32167-37635
43560	37635	37635-43560
34969	37635	34969-37635
37635	33414	33414-37635
32268	33414	32268-33414
40549	32611	32611-40549
36003	32222	32222-36003
38605	31518	31518-38605
3772329	32703	32703-3772329
31147	40173	31147-40173
45906	40173	40173-45906
3355133	40173	3355133-40173
3355084	33418	33418-3355084
37403	40639	37403-40639
43812	40639	40639-43812
41306	37070	37070-41306
39744	37070	37070-39744
37932	37070	37070-37932
5740853	36595	36595-5740853
39583	42946	39583-42946
38012	37110	37110-38012
40054	37110	37110-40054
42819	33607	33607-42819
3355143	38154	3355143-38154
33414	34119	33414-34119
31011	35380	31011-35380
41184	35380	35380-41184
36110	35380	35380-36110
37995	53442	37995-53442
35713	50096	35713-50096
36084	43150	36084-43150
41837	39150	39150-41837
32990	41491	32990-41491
36652	41231	36652-41231
37336	41231	37336-41231
42854	33906	33906-42854
45398	31082	31082-45398
34966	31082	31082-34966
37230	31082	31082-37230
42761	35851	35851-42761
41743	35851	35851-41743
40643	36018	36018-40643
31651	41414	31651-41414
43999	41414	41414-43999
42719	41414	41414-42719
42925	41414	41414-42925
34411	31629	31629-34411
36652	42802	36652-42802
40643	39432	39432-40643
37757	32262	32262-37757
35430	39157	35430-39157
42305	39157	39157-42305
33208	41942	33208-41942
2768670	32536	2768670-32536
34138	32536	32536-34138
37476	32536	32536-37476
2768670	36774	2768670-36774
34138	36774	34138-36774
32536	36774	32536-36774
36003	33927	33927-36003
42547	33927	33927-42547
37356	36897	36897-37356
48337	36897	36897-48337
37356	38173	37356-38173
2768670	43651	2768670-43651
35205	31469	31469-35205
41162	32584	32584-41162
42444	40462	40462-42444
32703	45845	32703-45845
42547	45845	42547-45845
41627	42165	41627-42165
31651	43728	31651-43728
42719	43728	42719-43728
34179	37957	34179-37957
44702	38534	38534-44702
36158	38534	36158-38534
42160	326197	326197-42160
39180	252554	252554-39180
31657	252554	252554-31657
31310	44235	31310-44235
39169	46243	39169-46243
38155	46243	38155-46243
38329	46243	38329-46243
33214	48339	33214-48339
38173	48339	38173-48339
39521	48339	39521-48339
42501	40683	40683-42501
36003	42889	36003-42889
46243	39673	39673-46243
36264	40432	36264-40432
32060	45329	32060-45329
47781	41718	41718-47781
33830	41718	33830-41718
43809	34324	34324-43809
34293	43517	34293-43517
38131	36041	36041-38131
36854	43835	36854-43835
43161	43294	43161-43294
37995	38244	37995-38244
33412	39919	33412-39919
40616	43402	40616-43402
36373	36460	36373-36460
32060	41084	32060-41084
3771915	36740	36740-3771915
35478	36740	35478-36740
31000	36740	31000-36740
37617	43565	37617-43565
33123	38890	33123-38890
33565	38890	33565-38890
39679	38890	38890-39679
39647	38890	38890-39647
36110	32078	32078-36110
34901	41344	34901-41344
34000	41344	34000-41344
37070	41944	37070-41944
33262	3354977	33262-3354977
4379854	34688	34688-4379854
2768670	37148	2768670-37148
40616	40041	40041-40616
3346206	45328	3346206-45328
31846	32358	31846-32358
40616	37886	37886-40616
3772376	37886	3772376-37886
34324	37886	34324-37886
33300	40599	33300-40599
38534	31738	31738-38534
34310	34075	34075-34310
35652	31405	31405-35652
37909	26067080	26067080-37909
40217	35732	35732-40217
41423	31498	31498-41423
40795	31137	31137-40795
38743	37730	37730-38743
43767	34096	34096-43767
32454	32817	32454-32817
42799	37973	37973-42799
31310	34752	31310-34752
35142	41846	35142-41846
38197	41846	38197-41846
33175	41846	33175-41846
40537	41846	40537-41846
33509	41846	33509-41846
3346207	41846	3346207-41846
42491	41846	41846-42491
38786	41846	38786-41846
35085	41846	35085-41846
40659	41846	40659-41846
42638	41846	41846-42638
3355084	42239	3355084-42239
37629	44027	37629-44027
38204	43764	38204-43764
35552	43764	35552-43764
40789	42492	40789-42492
36110	248102	248102-36110
38257	248102	248102-38257
31317	45959	31317-45959
38743	44448	38743-44448
38917	44289	38917-44289
42719	37637	37637-42719
48844	39564	39564-48844
40530	39564	39564-40530
31084	39063	31084-39063
38969	31621	31621-38969
32335	43284	32335-43284
36139	43284	36139-43284
32083	33738	32083-33738
43827	2768677	2768677-43827
326128	33389	326128-33389
41036	35390	35390-41036
35878	35390	35390-35878
48973	35390	35390-48973
31293	35390	31293-35390
41406	35390	35390-41406
50096	35390	35390-50096
44097	35390	35390-44097
42821	35390	35390-42821
36750	35390	35390-36750
19834908	35390	19834908-35390
36173	35390	35390-36173
38190	35390	35390-38190
35085	35390	35085-35390
40659	35390	35390-40659
33240	35390	33240-35390
53566	35390	35390-53566
42341	35390	35390-42341
32225	35390	32225-35390
36615	35390	35390-36615
43720	35390	35390-43720
59167	35390	35390-59167
42753	35390	35390-42753
38101	35390	35390-38101
42743	35390	35390-42743
34505	35390	34505-35390
33824	35390	33824-35390
36110	43469	36110-43469
32352	2768852	2768852-32352
35940	2768852	2768852-35940
38155	32898	32898-38155
38329	32898	32898-38329
39571	32898	32898-39571
3772376	31580	31580-3772376
34324	31580	31580-34324
35390	46156	35390-46156
43009	41398	41398-43009
43330	40904	40904-43330
49895	40958	40958-49895
38070	36955	36955-38070
53557	36955	36955-53557
44261	36955	36955-44261
44238	36955	36955-44238
35390	34633	34633-35390
41846	35679	35679-41846
31621	37838	31621-37838
43162	37838	37838-43162
35390	36794	35390-36794
37629	36641	36641-37629
42140	45278	42140-45278
32114	32274	32114-32274
42265	40724	40724-42265
41871	31800	31800-41871
32969	35173	32969-35173
37455	35173	35173-37455
38863	31248	31248-38863
40331	42936	40331-42936
43384	42936	42936-43384
41703	33215	33215-41703
43130	33215	33215-43130
246497	41273	246497-41273
33214	35977	33214-35977
37537	35977	35977-37537
32114	40183	32114-40183
40090	34610	34610-40090
38743	34404	34404-38743
41846	53585	41846-53585
2768670	36492	2768670-36492
41062	36492	36492-41062
43651	36492	36492-43651
32536	36492	32536-36492
48339	36492	36492-48339
34138	36492	34138-36492
37537	36492	36492-37537
33214	36492	33214-36492
35977	36492	35977-36492
39167	32437	32437-39167
42501	41483	41483-42501
32114	36421	32114-36421
41846	35950	35950-41846
37455	33575	33575-37455
33136	39546	33136-39546
36298	39546	36298-39546
34843	39546	34843-39546
39554	39546	39546-39554
34673	39546	34673-39546
42444	39546	39546-42444
31997	39546	31997-39546
31521	39546	31521-39546
43654	39546	39546-43654
32877	39546	32877-39546
32813	39546	32813-39546
44889	39546	39546-44889
41846	318847	318847-41846
32969	42267	32969-42267
37455	42267	37455-42267
37629	34500	34500-37629
41042	34500	34500-41042
38424	34500	34500-38424
246663	34500	246663-34500
38743	31746	31746-38743
40185	34166	34166-40185
35168	34166	34166-35168
43142	34166	34166-43142
41034	34166	34166-41034
40090	34166	34166-40090
33681	33736	33681-33736
32537	34803	32537-34803
246621	34803	246621-34803
36110	34803	34803-36110
37111	42828	37111-42828
4379844	42828	42828-4379844
42305	37182	37182-42305
35430	37182	35430-37182
36232	37182	36232-37182
45683	37182	37182-45683
40508	37182	37182-40508
36652	40232	36652-40232
32089	40232	32089-40232
36173	39628	36173-39628
34688	39628	34688-39628
39454	39628	39454-39628
40002	39628	39628-40002
41744	39628	39628-41744
32114	31760	31760-32114
34726	33005	33005-34726
43999	38872	38872-43999
42925	38872	38872-42925
42828	37444	37444-42828
41846	37472	37472-41846
34875	40162	34875-40162
32062	35771	32062-35771
30983	44086	30983-44086
40794	47249	40794-47249
37635	47249	37635-47249
38743	39616	38743-39616
33530	32684	32684-33530
37455	32684	32684-37455
35390	40966	35390-40966
41846	40966	40966-41846
39826	45928	39826-45928
35731	43437	35731-43437
37148	40834	37148-40834
34119	40834	34119-40834
42143	35490	35490-42143
32428	43229	32428-43229
34080	38057	34080-38057
37112	37209	37112-37209
37112	39133	37112-39133
34876	38000	34876-38000
32766	33314	32766-33314
33212	37035	33212-37035
53472	35787	35787-53472
42719	37456	37456-42719
43999	37456	37456-43999
31651	37456	31651-37456
47399	43758	43758-47399
42638	43758	42638-43758
44052	43758	43758-44052
43164	43758	43164-43758
34127	43758	34127-43758
44097	43758	43758-44097
43654	43758	43654-43758
36774	43758	36774-43758
39737	43758	39737-43758
35523	43758	35523-43758
38197	43758	38197-43758
36381	43758	36381-43758
41846	43158	41846-43158
33654	43158	33654-43158
43758	39462	39462-43758
39462	38092	38092-39462
33968	42642	33968-42642
43227	42642	42642-43227
41270	42642	41270-42642
34229	41152	34229-41152
37336	36993	36993-37336
41273	43151	41273-43151
37617	42537	37617-42537
34038	30982	30982-34038
31449	39075	31449-39075
38424	37015	37015-38424
35390	53569	35390-53569
39410	43038	39410-43038
37916	43038	37916-43038
39737	43038	39737-43038
32850	43038	32850-43038
41591	43038	41591-43038
246497	43038	246497-43038
36746	43038	36746-43038
34127	43038	34127-43038
31744	43038	31744-43038
35084	43038	35084-43038
39564	44160	39564-44160
37629	44160	37629-44160
35311	44160	35311-44160
37462	33083	33083-37462
31003	39020	31003-39020
326115	38218	326115-38218
34610	38981	34610-38981
43700	33207	33207-43700
39884	33207	33207-39884
43162	41866	41866-43162
42805	41866	41866-42805
37305	41296	37305-41296
39958	41668	39958-41668
32114	38091	32114-38091
32443	39428	32443-39428
40800	33218	33218-40800
43017	32975	32975-43017
