ENTREZ_ID.1	ENTREZ_ID.2	gene.pairs
31657	40848	31657-40848
46415	36240	36240-46415
35425	39410	35425-39410
46415	39410	39410-46415
41459	34167	34167-41459
46415	34167	34167-46415
37970	36638	36638-37970
42553	43577	42553-43577
42936	43580	42936-43580
42491	43580	42491-43580
32703	43580	32703-43580
39679	37886	37886-39679
45881	34754	34754-45881
33105	34754	33105-34754
44271	43222	43222-44271
33498	43222	33498-43222
34179	34896	34179-34896
32796	34896	32796-34896
33105	43312	33105-43312
45881	43312	43312-45881
42037	37757	37757-42037
31586	37069	31586-37069
38961	37069	37069-38961
38746	37069	37069-38746
33727	37069	33727-37069
35051	37044	35051-37044
38961	37044	37044-38961
43441	53579	43441-53579
40462	31181	31181-40462
41038	35205	35205-41038
44849	35390	35390-44849
40876	34777	34777-40876
39038	43351	39038-43351
33105	31621	31621-33105
45881	31621	31621-45881
45881	31359	31359-45881
33105	31359	31359-33105
31585	35771	31585-35771
33105	43566	33105-43566
45881	43566	43566-45881
318572	32898	318572-32898
40619	36460	36460-40619
33727	31535	31535-33727
39464	31535	31535-39464
31586	31535	31535-31586
37564	31535	31535-37564
35055	31535	31535-35055
43398	31535	31535-43398
43351	31535	31535-43351
33413	31535	31535-33413
38961	31535	31535-38961
37789	31535	31535-37789
38746	31535	31535-38746
37069	31535	31535-37069
41770	41273	41273-41770
31535	36382	31535-36382
39062	35816	35816-39062
46415	40583	40583-46415
32262	40583	32262-40583
31394	40300	31394-40300
39610	35168	35168-39610
248102	31813	248102-31813
31263	33638	31263-33638
32062	33638	32062-33638
31359	33638	31359-33638
43312	33638	33638-43312
31621	33638	31621-33638
32932	33638	32932-33638
34754	33638	33638-34754
40239	33638	33638-40239
43566	33638	33638-43566
33413	33638	33413-33638
42341	33638	33638-42341
36017	33638	33638-36017
38093	33638	33638-38093
39464	33782	33782-39464
42689	42424	42424-42689
31535	31987	31535-31987
3772677	31603	31603-3772677
31143	31201	31143-31201
42942	31201	31201-42942
41807	31201	31201-41807
41233	3346227	3346227-41233
42936	36621	36621-42936
45881	40351	40351-45881
33105	40351	33105-40351
33638	40351	33638-40351
37044	48340	37044-48340
34009	4379854	34009-4379854
43577	4379854	43577-4379854
42553	4379854	42553-4379854
32635	33414	32635-33414
33581	33414	33414-33581
33105	42834	33105-42834
45881	42834	42834-45881
36538	37769	36538-37769
39340	37769	37769-39340
36606	37769	36606-37769
34110	33468	33468-34110
39610	43344	39610-43344
31535	35121	31535-35121
32762	32167	32167-32762
32762	40940	32762-40940
32167	40940	32167-40940
32796	34847	32796-34847
34179	34847	34179-34847
42341	37199	37199-42341
45881	37199	37199-45881
33105	37199	33105-37199
33638	37199	33638-37199
31603	43823	31603-43823
33005	40212	33005-40212
40850	40212	40212-40850
32502	40212	32502-40212
33505	40212	33505-40212
53560	40212	40212-53560
41067	36358	36358-41067
35977	36358	35977-36358
39885	37798	37798-39885
33638	37798	33638-37798
33105	37798	33105-37798
45881	37798	37798-45881
33638	36951	33638-36951
33105	36951	33105-36951
45881	36951	36951-45881
33207	42693	33207-42693
31201	44843	31201-44843
38198	38800	38198-38800
42834	38800	38800-42834
40351	38800	38800-40351
38605	38800	38605-38800
36538	38800	36538-38800
37798	38800	37798-38800
34754	38800	34754-38800
40239	38800	38800-40239
41034	38800	38800-41034
42341	38800	38800-42341
34726	38800	34726-38800
31263	38800	31263-38800
31359	38800	31359-38800
32114	38800	32114-38800
42037	38800	38800-42037
37199	38800	37199-38800
36951	38800	36951-38800
31449	38800	31449-38800
43312	38800	38800-43312
33105	38800	33105-38800
36017	38800	36017-38800
31621	38800	31621-38800
42689	38800	38800-42689
32062	38800	32062-38800
38093	38800	38093-38800
40848	31011	31011-40848
31657	31011	31011-31657
42504	32152	32152-42504
35121	32152	32152-35121
43229	37795	37795-43229
31535	34362	31535-34362
36382	34362	34362-36382
33676	37434	33676-37434
43580	33014	33014-43580
43577	33014	33014-43577
31394	42066	31394-42066
33563	33529	33529-33563
36990	34794	34794-36990
31394	34794	31394-34794
31394	41193	31394-41193
33638	41032	33638-41032
33105	41032	33105-41032
45881	41032	41032-45881
38800	41032	38800-41032
33830	42757	33830-42757
32552	40650	32552-40650
42491	40650	40650-42491
31624	40650	31624-40650
34167	40650	34167-40650
32860	40650	32860-40650
36240	40650	36240-40650
32762	32977	32762-32977
31535	32269	31535-32269
38369	43650	38369-43650
35701	43151	35701-43151
41481	34361	34361-41481
41247	31988	31988-41247
33529	38376	33529-38376
37919	36539	36539-37919
37919	36492	36492-37919
36539	36492	36492-36539
34022	36492	34022-36492
44849	39744	39744-44849
38369	35054	35054-38369
40850	41839	40850-41839
41038	41839	41038-41839
40212	41839	40212-41839
37069	41839	37069-41839
32502	45845	32502-45845
31535	40834	31535-40834
33638	41600	33638-41600
38800	41600	38800-41600
45881	41600	41600-45881
33105	41600	33105-41600
37789	44496	37789-44496
31535	44496	31535-44496
35051	34192	34192-35051
40183	34192	34192-40183
35701	34192	34192-35701
31657	34192	31657-34192
40940	34192	34192-40940
33827	34192	33827-34192
32114	34192	32114-34192
31084	39485	31084-39485
34794	39485	34794-39485
41801	39485	39485-41801
38800	41566	38800-41566
33105	41566	33105-41566
45881	41566	41566-45881
33638	41566	33638-41566
41770	33444	33444-41770
35121	31942	31942-35121
37564	31942	31942-37564
43156	31942	31942-43156
31535	31942	31535-31942
35563	31942	31942-35563
33413	39063	33413-39063
33458	39063	33458-39063
35977	39063	35977-39063
36953	39063	36953-39063
42037	39063	39063-42037
35381	39063	35381-39063
34361	32574	32574-34361
32245	32574	32245-32574
44849	35604	35604-44849
32796	41788	32796-41788
41193	43018	41193-43018
32262	33726	32262-33726
33638	33726	33638-33726
33105	33726	33105-33726
45881	33726	33726-45881
39063	33726	33726-39063
33413	33726	33413-33726
38800	33726	33726-38800
41038	38196	38196-41038
37044	38196	37044-38196
41133	41235	41133-41235
41807	41235	41235-41807
31143	41235	31143-41235
41801	41235	41235-41801
42942	41235	41235-42942
35048	3355143	3355143-35048
45881	37528	37528-45881
33638	37528	33638-37528
38800	37528	37528-38800
33105	37528	33105-37528
34726	32545	32545-34726
33414	34519	33414-34519
37044	36139	36139-37044
39464	36041	36041-39464
41770	36041	36041-41770
33414	40617	33414-40617
33638	38327	33638-38327
38800	38327	38327-38800
45881	38327	38327-45881
33105	38327	33105-38327
41807	42642	41807-42642
41235	42642	41235-42642
33563	35147	33563-35147
37970	318855	318855-37970
33218	39169	33218-39169
34179	34524	34179-34524
37970	32752	32752-37970
36638	32752	32752-36638
41839	32752	32752-41839
37970	38103	37970-38103
32752	38103	32752-38103
36638	38103	36638-38103
34790	34229	34229-34790
53579	34229	34229-53579
3355143	34229	3355143-34229
36460	39221	36460-39221
40619	39221	39221-40619
39485	43095	39485-43095
40617	35552	35552-40617
35121	34449	34449-35121
42954	34449	34449-42954
38800	34593	34593-38800
34192	37472	34192-37472
33613	36913	33613-36913
33492	31442	31442-33492
42689	48071	42689-48071
33727	35053	33727-35053
37789	31317	31317-37789
38800	39406	38800-39406
42689	35513	35513-42689
36382	35513	35513-36382
41770	35513	35513-41770
37069	39753	37069-39753
37789	39753	37789-39753
40239	39753	39753-40239
31535	39753	31535-39753
3355143	34945	3355143-34945
40462	34945	34945-40462
35048	34945	34945-35048
40813	34945	34945-40813
34794	35341	34794-35341
41193	37659	37659-41193
34794	37659	34794-37659
41193	40599	40599-41193
35552	40599	35552-40599
41193	43652	41193-43652
37403	36952	36952-37403
33414	43547	33414-43547
38428	31469	31469-38428
41225	37355	37355-41225
34794	34411	34411-34794
40300	34411	34411-40300
42066	34411	34411-42066
40599	34411	34411-40599
41193	34411	34411-41193
41038	39173	39173-41038
34192	53578	34192-53578
32245	53578	32245-53578
53436	34843	34843-53436
35771	42215	35771-42215
37924	37932	37924-37932
44849	37932	37932-44849
35701	47408	35701-47408
41846	41194	41194-41846
44791	34277	34277-44791
45329	34277	34277-45329
37564	34277	34277-37564
33014	39041	33014-39041
40724	39041	39041-40724
42549	39041	39041-42549
31603	39041	31603-39041
39340	43828	39340-43828
36538	43828	36538-43828
42936	41294	41294-42936
39375	41294	39375-41294
44801	41294	41294-44801
41235	41294	41235-41294
42834	41294	41294-42834
44238	42946	42946-44238
34277	34187	34187-34277
32205	34309	32205-34309
43725	35085	35085-43725
37044	39431	37044-39431
41038	39431	39431-41038
34179	37591	34179-37591
34179	36110	34179-36110
37591	38958	37591-38958
39522	42544	39522-42544
33105	3355127	33105-3355127
45881	3355127	3355127-45881
43766	42753	42753-43766
53436	3354977	3354977-53436
36358	50096	36358-50096
43577	3354896	3354896-43577
35552	4379911	35552-4379911
37851	41014	37851-41014
38131	43091	38131-43091
38369	43490	38369-43490
41133	46006	41133-46006
33105	43126	33105-43126
45881	43126	43126-45881
31987	43126	31987-43126
38800	43126	38800-43126
43344	43126	43126-43344
39041	3355094	3355094-39041
45881	50070	45881-50070
33105	50070	33105-50070
38800	50070	38800-50070
33638	50070	33638-50070
14462484	41831	14462484-41831
37112	41831	37112-41831
48340	35730	35730-48340
39041	41138	39041-41138
43580	33627	33627-43580
36538	39645	36538-39645
39340	39645	39340-39645
32558	42239	32558-42239
37769	42239	37769-42239
47218	42239	42239-47218
47594	42239	42239-47594
41038	43559	41038-43559
31263	42297	31263-42297
38800	42297	38800-42297
32932	32378	32378-32932
46074	47757	46074-47757
43577	37858	37858-43577
34945	37858	34945-37858
43823	37858	37858-43823
40848	35764	35764-40848
31011	35764	31011-35764
31657	35764	31657-35764
35003	32746	32746-35003
42753	33125	33125-42753
43766	33125	33125-43766
32965	32358	32358-32965
43766	32358	32358-43766
42753	32358	32358-42753
33125	32358	32358-33125
35293	32088	32088-35293
39753	38021	38021-39753
43823	32536	32536-43823
31603	32536	31603-32536
3772677	32536	32536-3772677
35378	38655	35378-38655
37919	38655	37919-38655
39054	35652	35652-39054
38891	326115	326115-38891
40583	34677	34677-40583
40172	43217	40172-43217
39485	40975	39485-40975
35644	31533	31533-35644
40583	31533	31533-40583
34179	34982	34179-34982
42734	34982	34982-42734
42504	34982	34982-42504
43541	43841	43541-43841
41917	43841	41917-43841
42544	43841	42544-43841
39522	43841	39522-43841
47757	43841	43841-47757
33672	41941	33672-41941
45398	35007	35007-45398
14462484	37325	14462484-37325
33627	31834	31834-33627
41193	31834	31834-41193
49260	50143	49260-50143
38103	35540	35540-38103
32752	35540	32752-35540
37970	35540	35540-37970
36638	35540	35540-36638
35390	34067	34067-35390
31011	32090	31011-32090
31657	32090	31657-32090
36176	37237	36176-37237
33629	42547	33629-42547
31535	33349	31535-33349
38961	33349	33349-38961
43541	64880	43541-64880
31554	43227	31554-43227
43227	326157	326157-43227
31554	326157	31554-326157
41140	35081	35081-41140
41273	35081	35081-41273
41193	37335	37335-41193
32262	37335	32262-37335
42693	32430	32430-42693
39041	32430	32430-39041
38800	34359	34359-38800
35121	31722	31722-35121
32430	39688	32430-39688
35730	26067080	26067080-35730
35121	33967	33967-35121
31535	43284	31535-43284
42553	40327	40327-42553
53443	40327	40327-53443
31657	33059	31657-33059
39485	33059	33059-39485
53443	39850	39850-53443
38093	39850	38093-39850
39340	39864	39340-39864
36538	39864	36538-39864
36953	40014	36953-40014
38821	35649	35649-38821
31603	44096	31603-44096
43152	42000	42000-43152
43930	3772619	3772619-43930
36373	37070	36373-37070
43227	37070	37070-43227
33105	37838	33105-37838
38800	37838	37838-38800
39464	42130	39464-42130
41374	42130	41374-42130
38800	45969	38800-45969
33105	45969	33105-45969
37044	45969	37044-45969
33638	45969	33638-45969
45881	45969	45881-45969
39221	32799	32799-39221
36041	34095	34095-36041
39958	37556	37556-39958
37069	35332	35332-37069
39610	31331	31331-39610
42802	43023	42802-43023
34794	39332	34794-39332
34179	53580	34179-53580
37659	31729	31729-37659
41193	41848	41193-41848
31657	34038	31657-34038
36953	40451	36953-40451
42037	40363	40363-42037
43151	40363	40363-43151
47408	40363	40363-47408
33627	3772376	33627-3772376
33563	3772376	33563-3772376
32624	33619	32624-33619
37841	38257	37841-38257
31657	40232	31657-40232
33627	44118	33627-44118
37069	31059	31059-37069
39133	37247	37247-39133
41038	45827	41038-45827
37970	3355133	3355133-37970
32752	3355133	32752-3355133
36638	42449	36638-42449
37970	42449	37970-42449
31942	50003	31942-50003
31657	34873	31657-34873
36041	34873	34873-36041
39464	34873	34873-39464
41770	34873	34873-41770
40876	34873	34873-40876
38800	34873	34873-38800
34927	43812	34927-43812
44355	43812	43812-44355
44096	41094	41094-44096
35771	34423	34423-35771
42166	33060	33060-42166
37335	34947	34947-37335
53563	42805	42805-53563
32752	40016	32752-40016
36703	40016	36703-40016
38103	40016	38103-40016
43344	37687	37687-43344
36538	40887	36538-40887
40239	40887	40239-40887
42341	40887	40887-42341
31430	39513	31430-39513
39340	32850	32850-39340
36538	32850	32850-36538
32205	38983	32205-38983
34794	38983	34794-38983
40170	38983	38983-40170
34192	35198	34192-35198
31469	36431	31469-36431
35081	32817	32817-35081
32502	2768858	2768858-32502
38800	33402	33402-38800
43398	33402	33402-43398
32753	31137	31137-32753
39753	31137	31137-39753
38961	31137	31137-38961
48340	31137	31137-48340
39340	34673	34673-39340
36538	34673	34673-36538
41850	39951	39951-41850
37462	45683	37462-45683
43823	45683	43823-45683
35226	44155	35226-44155
31942	42964	31942-42964
38800	36073	36073-38800
36073	31997	31997-36073
37629	40598	37629-40598
35142	40904	35142-40904
35656	38580	35656-38580
36654	42646	36654-42646
45398	19834908	19834908-45398
31554	19834908	19834908-31554
326157	19834908	19834908-326157
43227	19834908	19834908-43227
34009	19834908	19834908-34009
34009	2768940	2768940-34009
31554	2768940	2768940-31554
326157	2768940	2768940-326157
19834908	2768940	19834908-2768940
43227	2768940	2768940-43227
33349	40643	33349-40643
37069	40643	37069-40643
31359	35173	31359-35173
32457	35173	32457-35173
31264	38092	31264-38092
30975	31589	30975-31589
39847	31589	31589-39847
3772619	43560	3772619-43560
38085	39491	38085-39491
44791	40725	40725-44791
32358	40725	32358-40725
34277	40725	34277-40725
45398	41158	41158-45398
37769	39150	37769-39150
40887	40133	40133-40887
46415	40133	40133-46415
34277	33208	33208-34277
37629	33208	33208-37629
38983	33208	33208-38983
37970	42925	37970-42925
44238	37201	37201-44238
3772619	37201	37201-3772619
41193	33224	33224-41193
36963	34426	34426-36963
41591	34426	34426-41591
36680	40886	36680-40886
37769	40886	37769-40886
40462	39366	39366-40462
31586	39366	31586-39366
36555	39366	36555-39366
37858	39366	37858-39366
31137	41565	31137-41565
34184	33034	33034-34184
38800	43720	38800-43720
35142	43720	35142-43720
44861	34480	34480-44861
39647	40269	39647-40269
33414	40789	33414-40789
34192	42445	34192-42445
41193	34974	34974-41193
43580	42082	42082-43580
33627	42082	33627-42082
37858	33569	33569-37858
37932	39833	37932-39833
38688	42444	38688-42444
34794	3346201	3346201-34794
41193	3346201	3346201-41193
38800	3346201	3346201-38800
34067	38101	34067-38101
34896	38101	34896-38101
35390	38101	35390-38101
45233	38101	38101-45233
42936	38101	38101-42936
32796	38101	32796-38101
37464	38101	37464-38101
32703	42819	32703-42819
34179	41578	34179-41578
36953	3346208	3346208-36953
32574	33270	32574-33270
31469	33270	31469-33270
14462484	33114	14462484-33114
38073	33114	33114-38073
34873	33114	33114-34873
35226	33114	33114-35226
33270	33114	33114-33270
33779	41697	33779-41697
38800	35523	35523-38800
39133	41920	39133-41920
43331	41920	41920-43331
33529	33156	33156-33529
34179	43080	34179-43080
38799	37702	37702-38799
33727	37702	33727-37702
46074	38065	38065-46074
33604	38065	33604-38065
39041	35430	35430-39041
45739	36619	36619-45739
41941	37037	37037-41941
37629	41461	37629-41461
44496	32015	32015-44496
31535	32015	31535-32015
37789	32015	32015-37789
39513	41409	39513-41409
39464	41873	39464-41873
41743	37116	37116-41743
38735	41524	38735-41524
33414	41524	33414-41524
33105	36364	33105-36364
43161	37662	37662-43161
44791	37662	37662-44791
43565	42844	42844-43565
40232	42844	40232-42844
34187	40032	34187-40032
41032	40393	40393-41032
43222	40393	40393-43222
33218	43009	33218-43009
42269	43009	42269-43009
43167	43009	43009-43167
33529	43009	33529-43009
41273	31179	31179-41273
33444	31179	31179-33444
40876	318093	318093-40876
43673	43739	43673-43739
43981	43739	43739-43981
34947	43739	34947-43739
37415	43739	37415-43739
33218	43654	33218-43654
43167	43654	43167-43654
33529	43654	33529-43654
42269	43654	42269-43654
39221	41836	39221-41836
40009	41836	40009-41836
31533	35100	31533-35100
39884	3771946	3771946-39884
33414	43770	33414-43770
42689	39493	39493-42689
32483	39493	32483-39493
31227	39493	31227-39493
39493	42817	39493-42817
35922	42817	35922-42817
42504	36015	36015-42504
38800	42132	38800-42132
3771946	38490	3771946-38490
37789	39049	37789-39049
34950	41403	34950-41403
37305	41403	37305-41403
38655	41403	38655-41403
42940	38786	38786-42940
42000	36967	36967-42000
34873	36967	34873-36967
41235	42591	41235-42591
37757	42591	37757-42591
39063	42591	39063-42591
47408	40849	40849-47408
43151	31874	31874-43151
35662	41798	35662-41798
32877	41798	32877-41798
40909	33094	33094-40909
34982	42161	34982-42161
42817	47762	42817-47762
37922	33571	33571-37922
42734	33571	33571-42734
42239	33571	33571-42239
36420	34610	34610-36420
44238	38995	38995-44238
41038	40028	40028-41038
35594	40578	35594-40578
53563	44272	44272-53563
34277	35215	34277-35215
40725	35215	35215-40725
36364	33203	33203-36364
32358	31405	31405-32358
33125	31405	31405-33125
42753	31405	31405-42753
42313	35756	35756-42313
38878	35756	35756-38878
40833	26067079	26067079-40833
42269	35576	35576-42269
33218	35576	33218-35576
33529	35576	33529-35576
43167	35576	35576-43167
37886	39432	37886-39432
34277	40374	34277-40374
40833	39521	39521-40833
46074	32437	32437-46074
34229	44353	34229-44353
3355143	44353	3355143-44353
40940	42620	40940-42620
37335	3772329	37335-3772329
34947	3772329	34947-3772329
41842	3772329	3772329-41842
37335	43758	37335-43758
34947	43758	34947-43758
3772329	43758	3772329-43758
38800	32551	32551-38800
33982	32551	32551-33982
36195	3346167	3346167-36195
251984	3346167	251984-3346167
36195	40795	36195-40795
37335	39078	37335-39078
33943	32428	32428-33943
43930	33607	33607-43930
44355	42648	42648-44355
39049	43038	39049-43038
33982	43038	33982-43038
35940	39157	35940-39157
42269	35933	35933-42269
33529	35933	33529-35933
44266	319033	319033-44266
41783	41837	41783-41837
42542	41837	41837-42542
40887	43636	40887-43636
43126	43693	43126-43693
36358	43693	36358-43693
42059	40698	40698-42059
45398	36306	36306-45398
35007	36306	35007-36306
41138	36306	36306-41138
43739	36498	36498-43739
40795	36498	36498-40795
37415	36498	36498-37415
32796	40177	32796-40177
38800	35311	35311-38800
36306	39857	36306-39857
36597	49816	36597-49816
31603	37235	31603-37235
41846	33389	33389-41846
40363	33389	33389-40363
43441	53442	43441-53442
40904	32352	32352-40904
36536	41668	36536-41668
3772619	32113	32113-3772619
35771	35343	35343-35771
36420	38367	36420-38367
42834	37188	37188-42834
32014	32567	32014-32567
31469	38558	31469-38558
31603	42186	31603-42186
43770	36084	36084-43770
41284	36084	36084-41284
43547	36084	36084-43547
31535	33721	31535-33721
42082	35045	35045-42082
32703	35045	32703-35045
43580	35045	35045-43580
33014	35045	33014-35045
42239	36461	36461-42239
36538	33736	33736-36538
39340	33736	33736-39340
42591	36455	36455-42591
35227	37995	35227-37995
34426	34956	34426-34956
37335	31153	31153-37335
32014	32975	32014-32975
32777	37909	32777-37909
38197	31651	31651-38197
32014	36699	32014-36699
44843	36699	36699-44843
53442	36699	36699-53442
33779	48311	33779-48311
41837	32268	32268-41837
39688	31364	31364-39688
31516	42778	31516-42778
37858	46156	37858-46156
42693	43944	42693-43944
39375	326171	326171-39375
59239	39244	39244-59239
34192	249663	249663-34192
43415	35683	35683-43415
32430	41381	32430-41381
40975	39408	39408-40975
42059	43572	42059-43572
38154	2768865	2768865-38154
38173	2768865	2768865-38173
40800	2768865	2768865-40800
35713	2768865	2768865-35713
39445	2768865	2768865-39445
41217	2768865	2768865-41217
36041	2768865	2768865-36041
36360	2768865	2768865-36360
31586	2768865	2768865-31586
43916	2768865	2768865-43916
43913	2768865	2768865-43913
42940	34149	34149-42940
33414	32083	32083-33414
34519	33469	33469-34519
40850	33469	33469-40850
48844	38565	38565-48844
42239	36976	36976-42239
42553	36976	36976-42553
31361	35731	31361-35731
34192	41911	34192-41911
35042	37456	35042-37456
33529	42169	33529-42169
32579	37015	32579-37015
41524	37015	37015-41524
39554	34166	34166-39554
33349	45906	33349-45906
326139	34751	326139-34751
36673	34751	34751-36673
38101	33003	33003-38101
38116	38858	38116-38858
41273	31003	31003-41273
43529	38478	38478-43529
39485	38478	38478-39485
40620	38478	38478-40620
42651	38478	38478-42651
35927	38478	35927-38478
38995	38478	38478-38995
34090	38478	34090-38478
48317	38478	38478-48317
34875	38478	34875-38478
38766	38478	38478-38766
37377	38478	37377-38478
32545	38478	32545-38478
31586	38478	31586-38478
43916	38478	38478-43916
35381	38478	35381-38478
53573	38478	38478-53573
38917	38478	38478-38917
36372	38478	36372-38478
43158	38478	38478-43158
43560	38478	38478-43560
31657	38478	31657-38478
46027	38478	38478-46027
35404	38478	35404-38478
43656	38478	38478-43656
43354	38478	38478-43354
31787	38478	31787-38478
42239	33661	33661-42239
36003	34404	34404-36003
31322	34404	31322-34404
35007	41474	35007-41474
41138	41474	41138-41474
42536	41474	41474-42536
44843	31582	31582-44843
53442	31582	31582-53442
38478	38204	38204-38478
38085	35924	35924-38085
36621	42143	36621-42143
3346207	42537	3346207-42537
31722	32099	31722-32099
31942	32099	31942-32099
32817	32099	32099-32817
32152	32099	32099-32152
38478	42881	38478-42881
2768865	36059	2768865-36059
45906	317867	317867-45906
42804	317867	317867-42804
38478	37035	37035-38478
33414	44848	33414-44848
3354863	32771	32771-3354863
41193	41748	41193-41748
64880	38640	38640-64880
37702	42265	37702-42265
37973	34338	34338-37973
42444	34338	34338-42444
43095	43150	43095-43150
37116	36936	36936-37116
44861	36936	36936-44861
38605	30981	30981-38605
35048	30981	30981-35048
43091	42750	42750-43091
43739	31357	31357-43739
43981	31357	31357-43981
41193	37889	37889-41193
32752	38350	32752-38350
34192	36027	34192-36027
2768865	38229	2768865-38229
37335	43099	37335-43099
43673	43099	43099-43673
39078	43099	39078-43099
3772329	43099	3772329-43099
36498	43099	36498-43099
34947	43099	34947-43099
43981	43099	43099-43981
43739	43099	43099-43739
31357	43099	31357-43099
34945	53557	34945-53557
32796	2768677	2768677-32796
41193	43819	41193-43819
2768865	31022	2768865-31022
42444	44748	42444-44748
34411	33262	33262-34411
43728	33262	33262-43728
32537	33262	32537-33262
42936	33262	33262-42936
48535	33262	33262-48535
44355	33262	33262-44355
31759	33262	31759-33262
38424	33262	33262-38424
40095	33262	33262-40095
41840	33262	33262-41840
44830	33262	33262-44830
37547	33262	33262-37547
2768865	34324	2768865-34324
37973	40090	37973-40090
42444	40090	40090-42444
33414	36071	33414-36071
43227	36071	36071-43227
35552	36071	35552-36071
39133	36071	36071-39133
34192	43555	34192-43555
37970	37402	37402-37970
35847	37402	35847-37402
36638	37402	36638-37402
42449	37402	37402-42449
32752	37402	32752-37402
31059	31212	31059-31212
44653	37272	37272-44653
41365	37272	37272-41365
42239	37272	37272-42239
44096	42594	42594-44096
31872	42594	31872-42594
3355143	35949	3355143-35949
34229	35949	34229-35949
33849	35949	33849-35949
31332	35949	31332-35949
35147	35949	35147-35949
34277	39043	34277-39043
246638	39043	246638-39043
37377	31251	31251-37377
34956	31251	31251-34956
36851	31251	31251-36851
38091	31251	31251-38091
33934	31251	31251-33934
41193	41883	41193-41883
37386	43447	37386-43447
33218	36376	33218-36376
43167	36376	36376-43167
42594	37790	37790-42594
2768865	40358	2768865-40358
39570	252554	252554-39570
37924	39717	37924-39717
34530	42842	34530-42842
38484	34803	34803-38484
39493	34803	34803-39493
34192	37476	34192-37476
32457	39400	32457-39400
42444	39400	39400-42444
38478	38637	38478-38637
2768865	38637	2768865-38637
44747	246618	246618-44747
3346227	44233	3346227-44233
31153	318874	31153-318874
47762	318874	318874-47762
36703	32039	32039-36703
37042	38843	37042-38843
37943	45880	37943-45880
41860	39090	39090-41860
41860	40542	40542-41860
44409	40282	40282-44409
37083	31646	31646-37083
43327	37603	37603-43327
40173	53472	40173-53472
33529	48531	33529-48531
33218	48531	33218-48531
42269	48531	42269-48531
48571	35197	35197-48571
43913	35197	35197-43913
3354977	35197	3354977-35197
31166	35197	31166-35197
39041	35197	35197-39041
34090	35197	34090-35197
40095	35197	35197-40095
43758	35197	35197-43758
36595	35197	35197-36595
45961	35197	35197-45961
38173	35197	35197-38173
53443	35197	35197-53443
2768865	33883	2768865-33883
43791	33883	33883-43791
35197	41390	35197-41390
41390	43530	41390-43530
39740	38244	38244-39740
31738	38244	31738-38244
39567	38244	38244-39567
32245	42896	32245-42896
40725	39596	39596-40725
42750	36260	36260-42750
31535	2768877	2768877-31535
31665	33560	31665-33560
32746	43700	32746-43700
35552	40094	35552-40094
38478	42863	38478-42863
32132	34413	32132-34413
48340	34413	34413-48340
36595	34413	34413-36595
35130	34413	34413-35130
40886	34413	34413-40886
43091	34413	34413-43091
41344	34413	34413-41344
39041	34413	34413-39041
34110	34413	34110-34413
33314	34413	33314-34413
37015	35784	35784-37015
33414	35784	33414-35784
33920	35784	33920-35784
34167	34504	34167-34504
34250	40861	34250-40861
42822	38286	38286-42822
38350	39810	38350-39810
42047	35956	35956-42047
33864	35956	33864-35956
42804	41937	41937-42804
36298	41937	36298-41937
36139	32222	32222-36139
42037	34420	34420-42037
41193	47399	41193-47399
33401	39564	33401-39564
43256	40733	40733-43256
