ENTREZ_ID.1	ENTREZ_ID.2	gene.pairs
42037	42536	42037-42536
47763	42536	42536-47763
42034	42536	42034-42536
42492	38418	38418-42492
43160	30982	30982-43160
35526	30982	30982-35526
38091	30982	30982-38091
43151	30982	30982-43151
43156	30982	30982-43156
43152	30982	30982-43152
40940	40886	40886-40940
41094	40459	40459-41094
3772547	48535	3772547-48535
45307	35975	35975-45307
45821	43469	43469-45821
40861	32115	32115-40861
49260	35293	35293-49260
40848	38611	38611-40848
40848	39332	39332-40848
38611	39332	38611-39332
42249	39332	39332-42249
39570	34673	34673-39570
3772547	45961	3772547-45961
34524	34364	34364-34524
34171	34364	34171-34364
37417	34364	34364-37417
42297	34364	34364-42297
33351	32595	32595-33351
41094	38484	38484-41094
40833	33608	33608-40833
42034	33608	33608-42034
47763	33608	33608-47763
42037	33608	33608-42037
43038	47873	43038-47873
41094	47873	41094-47873
34648	41670	34648-41670
36521	41670	36521-41670
45307	41670	41670-45307
35540	41670	35540-41670
36619	41670	36619-41670
47220	41670	41670-47220
41273	41670	41273-41670
44830	41801	41801-44830
34411	41801	34411-41801
43906	41801	41801-43906
42034	43650	42034-43650
42037	43650	42037-43650
47763	43650	43650-47763
40833	43650	40833-43650
31221	38244	31221-38244
37455	36497	36497-37455
34790	36497	34790-36497
39866	36497	36497-39866
41094	36497	36497-41094
32039	36497	32039-36497
36555	31293	31293-36555
42313	31293	31293-42313
33379	31293	31293-33379
34263	31293	31293-34263
32078	31293	31293-32078
31589	31293	31293-31589
43469	44885	43469-44885
35259	44885	35259-44885
39570	41612	39570-41612
37629	36897	36897-37629
42453	31357	31357-42453
42445	34881	34881-42445
40833	34881	34881-40833
42037	34881	34881-42037
47763	34881	34881-47763
31293	34881	31293-34881
36555	34881	34881-36555
42034	34881	34881-42034
34171	33968	33968-34171
41066	33968	33968-41066
43673	43767	43673-43767
32855	43767	32855-43767
35653	43767	35653-43767
43906	43767	43767-43906
34284	43767	34284-43767
41168	31181	31181-41168
47763	42537	42537-47763
40833	42537	40833-42537
42034	42537	42034-42537
42037	42537	42037-42537
33208	42544	33208-42544
34119	34521	34119-34521
41066	42752	41066-42752
32083	36059	32083-36059
31221	36059	31221-36059
34119	40607	34119-40607
40833	34430	34430-40833
42034	34430	34430-42034
47763	34430	34430-47763
42037	34430	34430-42037
32855	41565	32855-41565
43767	41565	41565-43767
41737	40133	40133-41737
35523	32602	32602-35523
44289	49070	44289-49070
36329	36003	36003-36329
35523	33565	33565-35523
38779	33565	33565-38779
34364	33565	33565-34364
35523	35121	35121-35523
33565	35121	33565-35121
38779	35121	35121-38779
31722	36431	31722-36431
40358	36431	36431-40358
31181	36431	31181-36431
37415	38746	37415-38746
48805	38746	38746-48805
41801	38433	38433-41801
40607	37290	37290-40607
37455	35253	35253-37455
39833	35253	35253-39833
42034	34847	34847-42034
41670	42541	41670-42541
48337	48339	48337-48339
41503	48340	41503-48340
31151	40517	31151-40517
37618	41668	37618-41668
43038	33498	33498-43038
42034	34149	34149-42034
31151	31872	31151-31872
3354888	31872	31872-3354888
31221	31872	31221-31872
42297	35197	35197-42297
43038	35197	35197-43038
40287	35197	35197-40287
41094	35197	35197-41094
31181	40616	31181-40616
39203	40616	39203-40616
41168	40616	40616-41168
34595	40616	34595-40616
34411	34250	34250-34411
42453	32551	32551-42453
34411	32551	32551-34411
42453	36001	36001-42453
37290	36001	36001-37290
42453	38428	38428-42453
40887	33240	33240-40887
34119	47249	34119-47249
32537	38146	32537-38146
37476	40813	37476-40813
34411	34924	34411-34924
31535	34924	31535-34924
39673	34924	34924-39673
36001	34924	34924-36001
42453	34924	34924-42453
34171	32635	32635-34171
41670	37447	37447-41670
35259	37447	35259-37447
32762	40134	32762-40134
40232	38958	38958-40232
40554	43283	40554-43283
39570	43283	39570-43283
45307	34007	34007-45307
33619	46015	33619-46015
31290	33262	31290-33262
37603	33262	33262-37603
34790	33262	33262-34790
31230	33226	31230-33226
39078	33226	33226-39078
39077	33226	33226-39077
39884	33226	33226-39884
47781	46074	46074-47781
38995	46074	38995-46074
31521	46156	31521-46156
33627	46156	33627-46156
43656	46156	43656-46156
43767	46156	43767-46156
41491	46156	41491-46156
44801	46158	44801-46158
33262	44030	33262-44030
37201	35340	35340-37201
45906	41785	41785-45906
41066	48571	41066-48571
34171	48571	34171-48571
36329	42889	36329-42889
36329	46243	36329-46243
42889	44913	42889-44913
34969	35045	34969-35045
42037	42542	42037-42542
47763	42542	42542-47763
33473	3355084	33473-3355084
32762	41406	32762-41406
35851	35900	35851-35900
49228	38154	38154-49228
37290	41743	37290-41743
38389	38232	38232-38389
42761	43951	42761-43951
3772547	36390	36390-3772547
43673	38811	38811-43673
42037	33529	33529-42037
47763	33529	33529-47763
36171	33529	33529-36171
42034	33529	33529-42034
33753	33529	33529-33753
33226	43725	33226-43725
47763	36032	36032-47763
42037	36032	36032-42037
42034	36032	36032-42034
40833	36032	36032-40833
34192	31816	31816-34192
44155	31816	31816-44155
37065	37355	37065-37355
33226	33114	33114-33226
41942	40657	40657-41942
38995	41566	38995-41566
47781	41566	41566-47781
44839	31405	31405-44839
44160	31405	31405-44160
31580	31405	31405-31580
37757	31405	31405-37757
34171	31444	31444-34171
36039	38890	36039-38890
42034	38890	38890-42034
33916	32222	32222-33916
36057	36636	36057-36636
49228	2768981	2768981-49228
40616	2768981	2768981-40616
48317	2768981	2768981-48317
32114	41860	32114-41860
31165	41860	31165-41860
35540	41860	35540-41860
37292	37235	37235-37292
3355084	38196	3355084-38196
33473	38196	33473-38196
36080	42854	36080-42854
33473	42854	33473-42854
3355084	42854	3355084-42854
38196	42854	38196-42854
43284	42822	42822-43284
35197	39228	35197-39228
48317	36606	36606-48317
39884	36606	36606-39884
30981	36606	30981-36606
40904	36542	36542-40904
40848	36542	36542-40848
40506	43823	40506-43823
38515	36699	36699-38515
33059	38202	33059-38202
32428	42567	32428-42567
41801	36727	36727-41801
31883	37837	31883-37837
33059	37837	33059-37837
36329	36491	36329-36491
40859	36491	36491-40859
41446	36491	36491-41446
43398	41087	41087-43398
42300	41087	41087-42300
35045	41087	35045-41087
34969	41087	34969-41087
36636	41087	36636-41087
38879	36775	36775-38879
35801	42438	35801-42438
34192	42066	34192-42066
40657	39826	39826-40657
42453	39826	39826-42453
35927	34277	34277-35927
35121	31518	31518-35121
33565	31518	31518-33565
35523	31518	31518-35523
38779	31518	31518-38779
31251	33571	31251-33571
31165	35332	31165-35332
35540	35332	35332-35540
31166	40849	31166-40849
33824	43447	33824-43447
41094	45525	41094-45525
33934	45525	33934-45525
43398	40378	40378-43398
36454	41703	36454-41703
41703	34794	34794-41703
36454	34794	34794-36454
32601	42446	32601-42446
41140	42446	41140-42446
42453	42828	42453-42828
42445	42828	42445-42828
34420	40388	34420-40388
33226	40388	33226-40388
42034	31022	31022-42034
37455	44052	37455-44052
40388	39133	39133-40388
37355	40530	37355-40530
37455	34688	34688-37455
41094	40909	40909-41094
41848	36645	36645-41848
43572	36645	36645-43572
35540	39157	35540-39157
41801	39157	39157-41801
43572	34328	34328-43572
37973	34328	34328-37973
47781	36791	36791-47781
38995	36791	36791-38995
34263	35154	34263-35154
36377	32400	32400-36377
39884	47998	39884-47998
45374	42501	42501-45374
35051	34636	34636-35051
42550	31027	31027-42550
41703	31027	31027-41703
42037	38527	38527-42037
42034	38527	38527-42034
32083	35922	32083-35922
45343	35922	35922-45343
42034	37734	37734-42034
42037	37734	37734-42037
41066	37734	37734-41066
40833	37734	37734-40833
47763	37734	37734-47763
38746	40014	38746-40014
36059	38797	36059-38797
34947	43300	34947-43300
42297	39034	39034-42297
33432	33726	33432-33726
40165	39122	39122-40165
34411	42291	34411-42291
36329	43792	36329-43792
32551	36854	32551-36854
42453	43560	42453-43560
35540	37922	35540-37922
34263	41569	34263-41569
32078	40090	32078-40090
35975	40090	35975-40090
34007	40090	34007-40090
40657	34831	34831-40657
41737	34831	34831-41737
36889	33982	33982-36889
42936	37356	37356-42936
35540	32796	32796-35540
40657	43768	40657-43768
42297	40683	40683-42297
40973	41296	40973-41296
34171	38983	34171-38983
35523	3772415	35523-3772415
33565	3772415	33565-3772415
38779	3772376	3772376-38779
35523	3772376	35523-3772376
36497	38961	36497-38961
35540	42186	35540-42186
36059	42186	36059-42186
32083	42186	32083-42186
31221	42186	31221-42186
32703	42186	32703-42186
42034	42186	42034-42186
38765	42672	38765-42672
36104	42672	36104-42672
47998	35771	35771-47998
40232	40330	40232-40330
42160	41770	41770-42160
42828	33105	33105-42828
34974	39431	34974-39431
33565	39241	33565-39241
33782	39241	33782-39241
35121	39241	35121-39241
33753	42059	33753-42059
38995	41602	38995-41602
40287	41602	40287-41602
32567	41602	32567-41602
46091	34167	34167-46091
47781	35042	35042-47781
38995	35042	35042-38995
37201	41718	37201-41718
34411	41718	34411-41718
40462	41718	40462-41718
41670	37367	37367-41670
38146	35950	35950-38146
42446	33203	33203-42446
33351	31760	31760-33351
42034	3355041	3355041-42034
35341	3355041	3355041-35341
41363	42379	41363-42379
35197	42379	35197-42379
33934	42379	33934-42379
37065	42379	37065-42379
47781	44086	44086-47781
38995	44086	38995-44086
34309	45021	34309-45021
44855	44703	44703-44855
48317	44703	44703-48317
37886	36041	36041-37886
36497	43026	36497-43026
42034	44409	42034-44409
44409	42166	42166-44409
32981	37858	32981-37858
32579	35404	32579-35404
38872	40162	38872-40162
40045	44235	40045-44235
35801	36017	35801-36017
36454	36017	36017-36454
34794	36017	34794-36017
41703	36017	36017-41703
45848	36017	36017-45848
45848	37970	37970-45848
36454	37970	36454-37970
34794	37970	34794-37970
36017	37970	36017-37970
41703	37970	37970-41703
45525	43839	43839-45525
42297	43839	42297-43839
42757	37149	37149-42757
33392	37149	33392-37149
40095	31331	31331-40095
41247	35378	35378-41247
45928	35378	35378-45928
34636	31157	31157-34636
47877	31217	31217-47877
31290	44097	31290-44097
42854	44097	42854-44097
33262	44097	33262-44097
35801	44238	35801-44238
44160	36963	36963-44160
41602	31665	31665-41602
43162	31665	31665-43162
33262	43402	33262-43402
32981	43402	32981-43402
41718	43402	41718-43402
35523	34312	34312-35523
44801	41020	41020-44801
34636	41020	34636-41020
42453	31082	31082-42453
36461	35381	35381-36461
31153	35381	31153-35381
39071	42199	39071-42199
44160	42199	42199-44160
39203	41965	39203-41965
40830	41965	40830-41965
38012	41965	38012-41965
2768981	41965	2768981-41965
42379	41675	41675-42379
42940	43809	42940-43809
42034	43981	42034-43981
32579	43981	32579-43981
42817	43775	42817-43775
46415	42689	42689-46415
34119	45739	34119-45739
41670	31111	31111-41670
42453	43490	42453-43490
41942	32268	32268-41942
40657	32268	32268-40657
2768981	44254	2768981-44254
43283	42821	42821-43283
37602	31016	31016-37602
34411	49816	34411-49816
42453	49816	42453-49816
42034	49816	42034-49816
33571	42305	33571-42305
34012	42305	34012-42305
31251	42305	31251-42305
37368	42305	37368-42305
31521	42305	31521-42305
37629	42305	37629-42305
42898	42305	42305-42898
39744	36956	36956-39744
36329	43841	36329-43841
34263	31394	31394-34263
44885	43766	43766-44885
38146	43766	38146-43766
34192	43832	34192-43832
37007	43832	37007-43832
42186	43832	42186-43832
37886	43832	37886-43832
43766	43832	43766-43832
43385	37781	37781-43385
42034	31738	31738-42034
40973	31603	31603-40973
35679	31603	31603-35679
49260	41414	41414-49260
36329	31800	31800-36329
31332	42484	31332-42484
37618	42484	37618-42484
36057	31147	31147-36057
44702	31147	31147-44702
33226	39217	33226-39217
35070	40327	35070-40327
36775	43916	36775-43916
32981	32752	32752-32981
47873	45775	45775-47873
41094	45775	41094-45775
43038	45775	43038-45775
34167	41562	34167-41562
32083	53563	32083-53563
45278	44747	44747-45278
44073	42881	42881-44073
34119	42881	34119-42881
42037	43793	42037-43793
31002	252671	252671-31002
31290	252671	252671-31290
37542	37035	37035-37542
32796	37035	32796-37035
44030	33638	33638-44030
42536	39619	39619-42536
41085	39619	39619-41085
44289	44263	44263-44289
42922	44263	42922-44263
48531	44263	44263-48531
49260	44263	44263-49260
41140	44115	41140-44115
38244	44115	38244-44115
32703	43991	32703-43991
39628	41079	39628-41079
36018	41079	36018-41079
33105	41079	33105-41079
32584	41079	32584-41079
44289	44748	44289-44748
48531	44748	44748-48531
49260	44748	44748-49260
42922	44748	42922-44748
38746	39173	38746-39173
43514	39173	39173-43514
37837	31813	31813-37837
40054	40598	40054-40598
34119	36621	34119-36621
31151	43565	31151-43565
44279	43565	43565-44279
31248	43565	31248-43565
43565	42871	42871-43565
44642	42871	42871-44642
41446	40589	40589-41446
42034	43785	42034-43785
40598	33440	33440-40598
43038	35759	35759-43038
43517	35584	35584-43517
32107	35584	32107-35584
36542	35584	35584-36542
35577	32483	32483-35577
42501	32850	32850-42501
42186	32850	32850-42186
43767	41158	41158-43767
44843	41158	41158-44843
31293	41158	31293-41158
34007	31659	31659-34007
35975	31023	31023-35975
43577	39594	39594-43577
41746	39594	39594-41746
37523	43312	37523-43312
36491	39850	36491-39850
42871	43095	42871-43095
40384	35878	35878-40384
40859	35878	35878-40859
31405	35878	31405-35878
44353	38218	38218-44353
44801	43654	43654-44801
34171	37116	34171-37116
3354994	42239	3354994-42239
34974	31598	31598-34974
33262	31292	31292-33262
44097	31292	31292-44097
43793	33469	33469-43793
42854	40876	40876-42854
38196	40876	38196-40876
3355084	40876	3355084-40876
36290	35955	35955-36290
36292	35955	35955-36292
40999	53573	40999-53573
42922	39156	39156-42922
44289	39156	39156-44289
49260	39156	39156-49260
48531	39156	39156-48531
38809	36654	36654-38809
33262	38489	33262-38489
40999	34774	34774-40999
36057	43867	36057-43867
36431	43930	36431-43930
31181	43930	31181-43930
36619	38173	36619-38173
42828	31567	31567-42828
33105	31567	31567-33105
42805	31567	31567-42805
42828	35701	35701-42828
33105	35701	33105-35701
31567	35701	31567-35701
42034	36638	36638-42034
34225	36638	34225-36638
37894	42802	37894-42802
40717	42802	40717-42802
37894	33738	33738-37894
42828	40174	40174-42828
64880	43130	43130-64880
35051	37528	35051-37528
36104	37037	36104-37037
35759	35816	35759-35816
34225	35816	34225-35816
34293	34875	34293-34875
42922	34700	34700-42922
49260	34700	34700-49260
31212	47757	31212-47757
41957	43999	41957-43999
37889	43999	37889-43999
41602	44272	41602-44272
33529	36999	33529-36999
35851	36999	35851-36999
33736	40141	33736-40141
35801	44496	35801-44496
42438	44496	42438-44496
33114	44496	33114-44496
41079	45269	41079-45269
33738	45269	33738-45269
32584	45269	32584-45269
37629	47762	37629-47762
42034	44791	42034-44791
44496	41532	41532-44496
33156	31349	31349-33156
39884	31498	31498-39884
33619	50391	33619-50391
40090	50391	40090-50391
43229	31564	31564-43229
35404	31622	31622-35404
45328	31624	31624-45328
34636	31629	31629-34636
40232	31651	31651-40232
44353	31667	31667-44353
41491	31679	31679-41491
40901	31726	31726-40901
38146	44111	38146-44111
39884	31759	31759-39884
36621	31834	31834-36621
40374	31834	31834-40374
47249	31834	31834-47249
41094	31842	31842-41094
32268	31846	31846-32268
39744	31846	31846-39744
41942	31846	31846-41942
31230	31846	31230-31846
31405	32014	31405-32014
38995	32057	32057-38995
47781	32057	32057-47781
41158	32089	32089-41158
42591	32151	32151-42591
35381	32205	32205-35381
42828	32269	32269-42828
40901	32335	32335-40901
39054	32378	32378-39054
39493	2768877	2768877-39493
40901	32437	32437-40901
38456	32437	32437-38456
31564	32437	31564-32437
43385	32454	32454-43385
43999	32502	32502-43999
39133	32532	32532-39133
40461	32552	32552-40461
2768981	32557	2768981-32557
34420	32616	32616-34420
33627	32740	32740-33627
36571	32753	32753-36571
41670	32790	32790-41670
32100	32973	32100-32973
40388	32977	32977-40388
36727	33005	33005-36727
33736	33015	33015-33736
39857	33060	33060-39857
32558	33060	32558-33060
43913	33060	33060-43913
31516	33060	31516-33060
40242	33060	33060-40242
31657	33060	31657-33060
36059	33060	33060-36059
31143	33060	31143-33060
40830	33060	33060-40830
38795	33060	33060-38795
36298	33060	33060-36298
35577	33140	33140-35577
34119	33370	33370-34119
34521	33401	33401-34521
34524	33401	33401-34524
39164	33414	33414-39164
31405	33441	31405-33441
41848	33441	33441-41848
34505	33458	33458-34505
41670	33465	33465-41670
31586	33575	31586-33575
49260	33578	33578-49260
32090	33661	32090-33661
42881	33661	33661-42881
31364	33676	31364-33676
45525	33686	33686-45525
33418	33689	33418-33689
42841	33689	33689-42841
42305	33705	33705-42305
45960	33779	33779-45960
41140	33814	33814-41140
43997	33849	33849-43997
41801	33849	33849-41801
35227	33849	33849-35227
37028	33849	33849-37028
31778	33849	31778-33849
43654	33849	33849-43654
32835	33849	32835-33849
38005	33849	33849-38005
33827	33849	33827-33849
32429	33849	32429-33849
35478	33849	33849-35478
42544	33849	33849-42544
40830	33849	33849-40830
38795	33849	33849-38795
31589	33849	31589-33849
33083	33849	33083-33849
35764	33849	33849-35764
38004	33849	33849-38004
31787	33849	31787-33849
31157	33849	31157-33849
35540	33849	33849-35540
31533	33849	31533-33849
32062	33849	32062-33849
32060	33849	32060-33849
38198	33849	33849-38198
39049	33849	33849-39049
31405	33971	31405-33971
42737	33972	33972-42737
38657	33972	33972-38657
42438	33979	33979-42438
33114	33979	33114-33979
32015	33979	32015-33979
38456	34022	34022-38456
31564	34022	31564-34022
33849	34075	33849-34075
47877	34095	34095-47877
45931	326157	326157-45931
33560	34126	33560-34126
44052	34127	34127-44052
36497	34127	34127-36497
33203	34127	33203-34127
32569	34127	32569-34127
33849	34182	33849-34182
33060	34229	33060-34229
33686	34310	33686-34310
32611	34310	32611-34310
33849	34355	33849-34355
34119	34362	34119-34362
31227	34371	31227-34371
42453	3772012	3772012-42453
40378	34530	34530-40378
42484	34542	34542-42484
32996	34591	32996-34591
31016	34591	31016-34591
38433	34593	34593-38433
44747	34633	34633-44747
42817	34633	34633-42817
43819	34709	34709-43819
41168	34709	34709-41168
43951	34721	34721-43951
41079	34726	34726-41079
36018	34726	34726-36018
42453	34745	34745-42453
33565	34751	33565-34751
41670	34985	34985-41670
33060	34986	33060-34986
42828	34999	34999-42828
39628	34999	34999-39628
40174	34999	34999-40174
31567	34999	31567-34999
45269	34999	34999-45269
33105	34999	33105-34999
36018	34999	34999-36018
41079	34999	34999-41079
34726	34999	34726-34999
40616	35055	35055-40616
37629	35104	35104-37629
42453	35142	35142-42453
33060	35198	33060-35198
31016	35219	31016-35219
34924	35226	34924-35226
33207	35226	33207-35226
34090	35226	34090-35226
31521	35226	31521-35226
31317	35226	31317-35226
36104	35226	35226-36104
31318	35226	31318-35226
33492	35226	33492-35226
42753	35226	35226-42753
35081	35226	35081-35226
35513	35226	35226-35513
45398	35226	35226-45398
33060	35230	33060-35230
32996	35333	32996-35333
31016	35333	31016-35333
34119	35390	34119-35390
41703	35390	35390-41703
37290	35390	35390-37290
40973	35390	35390-40973
41670	35402	35402-41670
35523	35445	35445-35523
40164	35445	35445-40164
38779	35445	35445-38779
3772376	35445	35445-3772376
33565	35445	33565-35445
40683	35501	35501-40683
33319	35563	33319-35563
47121	35563	35563-47121
31405	35563	31405-35563
47998	35604	35604-47998
33680	35604	33680-35604
31181	35648	31181-35648
36431	35648	35648-36431
34752	35648	34752-35648
44889	35648	35648-44889
40133	35648	35648-40133
33262	35652	33262-35652
33389	35652	33389-35652
35478	35660	35478-35660
32205	35660	32205-35660
34067	35660	34067-35660
40605	35660	35660-40605
34361	35660	34361-35660
42453	35672	35672-42453
31442	35713	31442-35713
44289	35730	35730-44289
48531	35730	35730-48531
35604	35732	35604-35732
33060	35737	33060-35737
37402	35924	35924-37402
40554	35956	35956-40554
34528	36022	34528-36022
31201	36084	31201-36084
43565	36084	36084-43565
41670	36183	36183-41670
33392	36201	33392-36201
31016	36201	31016-36201
33849	36232	33849-36232
33060	36232	33060-36232
42424	36259	36259-42424
35662	36260	35662-36260
32269	36277	32269-36277
43095	36277	36277-43095
33782	36311	33782-36311
32262	36358	32262-36358
31167	36360	31167-36360
33094	36372	33094-36372
33094	36373	33094-36373
39445	36376	36376-39445
40875	36400	36400-40875
33215	36423	33215-36423
36013	36455	36013-36455
49260	36498	36498-49260
44289	36498	36498-44289
42922	36498	36498-42922
35751	36536	35751-36536
36298	36536	36298-36536
41406	36536	36536-41406
33581	36536	33581-36536
33226	36536	33226-36536
32835	36536	32835-36536
42753	36536	36536-42753
35701	36536	35701-36536
34000	36536	34000-36536
36158	36536	36158-36536
32558	36536	32558-36536
43572	36536	36536-43572
33060	36545	33060-36545
34901	36545	34901-36545
36536	36595	36536-36595
36595	36597	36595-36597
33123	36652	33123-36652
40345	36652	36652-40345
36741	36652	36652-36741
35259	36673	35259-36673
44097	36703	36703-44097
34721	36766	34721-36766
41094	36774	36774-41094
39491	36790	36790-39491
37235	36851	36851-37235
37290	36852	36852-37290
33849	36913	33849-36913
43944	36955	36955-43944
37065	36955	36955-37065
34000	36955	34000-36955
33413	36955	33413-36955
42199	36955	36955-42199
43951	36955	36955-43951
31744	36955	31744-36955
33226	36955	33226-36955
34404	36955	34404-36955
31359	36955	31359-36955
33661	36957	33661-36957
34119	36957	34119-36957
31988	36957	31988-36957
43151	36967	36967-43151
34184	36976	34184-36976
32274	36988	32274-36988
34751	36993	34751-36993
31298	37006	31298-37006
34245	37006	34245-37006
32611	37083	32611-37083
32358	37083	32358-37083
42752	37141	37141-42752
32078	37185	32078-37185
42453	37199	37199-42453
45871	37204	37204-45871
32341	37229	32341-37229
45881	37305	37305-45881
32102	37325	32102-37325
33060	37377	33060-37377
36536	37377	36536-37377
33346	37387	33346-37387
33014	37395	33014-37395
32703	37403	32703-37403
31332	37403	31332-37403
44913	37412	37412-44913
31405	37434	31405-37434
